EISSN,Title,JCR Abbr,ISO Abbr,Med Abbr
1879-0526,CONSTRUCTION AND BUILDING MATERIALS,CONSTR BUILD MATER,Constr. Build. Mater.,Constr Build Mater
1547-7355,Journal of Homeland Security and Emergency Management,J HOMEL SECUR EMERG,J. Homel. Secur. Emerg. Manag.,J Homel Secur Emerg Manag
2329-4221,Journal of Astronomical Telescopes Instruments and Systems,J ASTRON TELESC INST,J. Astron. Telesc. Instrum. Syst.,J Astron Telesc Instrum Syst
2190-5444,European Physical Journal Plus,EUR PHYS J PLUS,Eur. Phys. J. Plus,Eur Phys J Plus
1742-1780,Spatial Economic Analysis,SPAT ECON ANAL,Spat. Econ. Anal.,Spat Econ Anal
2058-9883,Reaction Chemistry & Engineering,REACT CHEM ENG,REACT. CHEM. ENG.,React Chem Eng
2224-4344,Translational Pediatrics,TRANSL PEDIATR,Transl. Pediatr.,Transl Pediatr
2213-3437,Journal of Environmental Chemical Engineering,J ENVIRON CHEM ENG,J. Environ. Chem. Eng.,J Environ Chem Eng
2073-4352,Crystals,CRYSTALS,Crystals,Crystals (Basel)
2096-0026,Engineering,ENGINEERING-PRC,Engineering,Engineering (Beijing)
1878-0423,Thinking Skills and Creativity,THINK SKILLS CREAT,Think. Skills Creat.,Think Skills Creat
1744-2583,Journal of Building Physics,J BUILD PHYS,J. Build Phys.,J Build Phys
1432-2250,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,THEOR COMP FLUID DYN,Theor. Comput. Fluid Dyn.,Theor Comput Fluid Dyn
2199-9031,International Journal of Health Economics and Management,INT J HEALTH ECON MA,Int. J. Health Econom. Manag.,Int J Health Econ Manag
2379-5042,mSphere,MSPHERE,mSphere,mSphere
2058-5276,Nature Microbiology,NAT MICROBIOL,NAT. MICROBIOL,Nat Microbiol
1687-1847,Advances in Difference Equations,ADV DIFFER EQU-NY,Adv. Differ. Equ.,Adv Differ Equ
1879-3266,TECTONOPHYSICS,TECTONOPHYSICS,Tectonophysics,Tectonophysics
2366-0058,Abdominal Radiology,ABDOM RADIOL,Abdom. Radiol.,Abdom Radiol (NY)
2466-054X,Investigative and Clinical Urology,INVESTIG CLIN UROL,Investig. Clin. Urol.,Investig Clin Urol
2374-4677,npj Breast Cancer,NPJ BREAST CANCER,npj Breast Cancer,NPJ Breast Cancer
1871-014X,Asian Journal of Criminology,ASIAN J CRIMINOL,Asian J. Criminol.,Asian J Criminol
2194-671X,Communications in Mathematics and Statistics,COMMUN MATH STAT,Commun. Math. Stat.,Commun Math Stat
1879-3193,TOURISM MANAGEMENT,TOURISM MANAGE,Tourism Manage.,Tour Manag
2373-8057,npj Parkinsons Disease,NPJ PARKINSONS DIS,npj Parkinsons Dis.,NPJ Parkinsons Dis
1941-1162,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,J MATER SCI TECHNOL,J. Mater. Sci. Technol.,J Mater Sci Technol
1469-7696,QUANTITATIVE FINANCE,QUANT FINANC,Quant. Financ.,Quant Finance
2059-2310,HLA,HLA,HLA,HLA
2214-3688,Travel Behaviour and Society,TRAVEL BEHAV SOC,Travel Behav. Soc.,Travel Behav Soc
2351-9894,Global Ecology and Conservation,GLOB ECOL CONSERV,Glob. Ecol. Conserv.,Glob Ecol Conserv
2451-9448,Cell Chemical Biology,CELL CHEM BIOL,Cell Chem. Biol.,Cell Chem Biol
2380-2359,Mitochondrial DNA Part B-Resources,MITOCHONDRIAL DNA B,Mitochondrial DNA Part B-Resour.,Mitochondrial DNA B Resour
2379-3708,JCI Insight,JCI INSIGHT,JCI Insight,JCI Insight
2059-7983,Acta Crystallographica Section D-Structural Biology,ACTA CRYSTALLOGR D,Acta Crystallogr. Sect. D-Struct. Biol.,Acta Crystallogr D Struct Biol
2376-7839,Neurology-Genetics,NEUROL-GENET,Neurol.-Genet.,Neurol Genet
2470-0053,PHYSICAL REVIEW E,PHYS REV E,Phys. Rev. E,Phys Rev E
2380-6591,JAMA Cardiology,JAMA CARDIOL,JAMA Cardiol.,JAMA Cardiol
2213-6665,Analytic Methods in Accident Research,ANAL METHODS ACCID R,Anal. Methods Accid. Res.,Anal Methods Accid Res
2332-8584,AERA Open,AERA OPEN,AERA Open,AERA Open
1477-0911,HOLOCENE,HOLOCENE,Holocene,Holocene
2059-3635,Signal Transduction and Targeted Therapy,SIGNAL TRANSDUCT TAR,Signal Transduct. Target. Ther.,Signal Transduct Target Ther
2053-1419,Environmental Science-Water Research & Technology,ENVIRON SCI-WAT RES,Environ. Sci.-Wat. Res. Technol.,Environ Sci (Camb)
1872-7107,COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,Comput. Electron. Agric.,Comput Electron Agric
1880-7062,Genes and Environment,GENES ENVIRON,Gene Environ.,Genes Environ
1573-1421,AQUATIC GEOCHEMISTRY,AQUAT GEOCHEM,Aquat. Geochem.,Aquat Geochem
1664-3615,Bulletin of Mathematical Sciences,B MATH SCI,Bull. Math. Sci.,Bull Math Sci
1678-9741,Brazilian Journal of Cardiovascular Surgery,BRAZ J CARDIOV SURG,Braz. J. Cardiovasc. Surg.,Braz J Cardiovasc Surg
1477-450X,APPLIED LINGUISTICS,APPL LINGUIST,Appl. Lingusit,Appl Linguist
1943-541X,JOURNAL OF STRUCTURAL ENGINEERING,J STRUCT ENG,J. Struct. Eng.,J Struct Eng (N Y N Y)
2452-0748,NanoImpact,NANOIMPACT,NanoImpact,NanoImpact
1532-4125,COMMUNICATIONS IN ALGEBRA,COMMUN ALGEBRA,Commun. Algebr.,Commun Algebra
2050-6260,Surface Innovations,SURF INNOV,Surf. Innov.,Surf Innov
1366-588X,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,INT J PROD RES,Int. J. Prod. Res.,Int J Prod Res
2157-3913,Sport Exercise and Performance Psychology,SPORT EXERC PERFORM,Sport Exerc. Perform. Psychol.,Sport Exerc Perform Psychol
1572-834X,WIRELESS PERSONAL COMMUNICATIONS,WIRELESS PERS COMMUN,Wirel. Pers. Commun.,Wirel Pers Commun
1029-0451,PHYSICS AND CHEMISTRY OF LIQUIDS,PHYS CHEM LIQ,Phys. Chem. Liq.,Phys Chem Liquids
1873-6866,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,COMPUT LANG SYST STR,Comput. Lang. Syst. Struct.,Comput Lang Syst Struct
2154-3984,Canadian Journal of School Psychology,CAN J SCH PSYCHOL,Can. J. Sch. Psychol.,Can J Sch Psychol
1465-3915,OXFORD REVIEW OF EDUCATION,OXFORD REV EDUC,Oxf. Rev. Educ.,Oxf Rev Educ
1872-6828,EARTH-SCIENCE REVIEWS,EARTH-SCI REV,Earth-Sci. Rev.,Earth Sci Rev
1432-5217,MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,Math. Method Oper. Res.,Math Methods Oper Res (Heidelb)
2210-4232,Environmental Innovation and Societal Transitions,ENVIRON INNOV SOC TR,Environ. Innov. Soc. Trans.,Environ Innov Soc Transit
1995-4263,Contemporary Problems of Ecology,CONTEMP PROBL ECOL+,Contemp. Probl. Ecol.,Contemp Probl Ecol
1437-3262,INTERNATIONAL JOURNAL OF EARTH SCIENCES,INT J EARTH SCI,Int. J. Earth Sci.,Int J Earth Sci
2214-7861,Journal of Applied Research on Medicinal and Aromatic Plants,J APPL RES MED AROMA,J. Appl. Res. Med. Aromat. Plants,J Appl Res Med Aromat Plants
1461-7315,NEW MEDIA & SOCIETY,NEW MEDIA SOC,New Media Soc.,New Media Soc
1573-7632,Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,Genet. Program. Evol. Mach.,Genet Program Evolvable Mach
1097-4601,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,INT J CHEM KINET,Int. J. Chem. Kinet.,Int J Chem Kinet
2227-9040,Chemosensors,CHEMOSENSORS,Chemosensors,Chemosensors (Basel)
2056-676X,Nature Reviews Disease Primers,NAT REV DIS PRIMERS,Nat. Rev. Dis. Primers,Nat Rev Dis Primers
2056-7189,npj Systems Biology and Applications,NPJ SYST BIOL APPL,npj Syst. Biol. Appl.,NPJ Syst Biol Appl
1477-0849,Building Services Engineering Research & Technology,BUILD SERV ENG RES T,Build Serv. Eng. Res. Technol.,Build Serv Eng Res Technol
1996-8744,Building Simulation,BUILD SIMUL-CHINA,Build. Simul.,Build Simul
2469-9969,PHYSICAL REVIEW B,PHYS REV B,Phys. Rev. B,Phys Rev B
1557-1947,Journal of Superconductivity and Novel Magnetism,J SUPERCOND NOV MAGN,J. Supercond. Nov. Magn,J Supercond Nov Magn
1531-2003,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,Concurrent Eng.-Res. Appl.,Concurr Eng Res Appl
2300-8725,International Agrophysics,INT AGROPHYS,Int. Agrophys.,Int Agrophys
1468-5876,JAPANESE ECONOMIC REVIEW,JPN ECON REV,Jpn. Econ. Rev.,Jpn Econ Rev (Oxf)
2056-3132,BMC Zoology,BMC ZOOL,BMC Zool.,BMC Zool
1873-5878,ARTS IN PSYCHOTHERAPY,ART PSYCHOTHER,Arts Psychother.,Arts Psychother
1879-1727,Journal of Empirical Finance,J EMPIR FINANC,J. Empir. Financ.,J Empir Finance
1464-3634,IMA JOURNAL OF APPLIED MATHEMATICS,IMA J APPL MATH,IMA J. Appl. Math.,IMA J Appl Math
1947-5462,Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,Annu. Rev. Condens. Matter Phys.,Annu Rev Condens Matter Phys
1433-2787,International Journal on Software Tools for Technology Transfer,INT J SOFTW TOOLS TE,Int. J. Softw. Tools Technol. Transf.,Int J Softw Tools Technol Transf
1469-8951,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,Probab. Eng. Inform. Sci.,Probab Eng Inf Sci
1556-1615,International Journal of Computer-Supported Collaborative Learning,INT J COMP-SUPP COLL,Int. J. Comp.-Support. Collab. Learn.,Int J Comput Support Collab Learn
2041-1975,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART B-JOURNAL OF ENGINEERING MANUFACTURE,P I MECH ENG B-J ENG,Proc. Inst. Mech. Eng. Part B-J. Eng. Manuf.,Proc Inst Mech Eng B J Eng Manuf
2469-9934,PHYSICAL REVIEW A,PHYS REV A,Phys. Rev. A,Phys Rev A (Coll Park)
1438-1168,MINERALOGY AND PETROLOGY,MINER PETROL,Mineral. Petrol.,Mineral Petrol
1572-817X,OPTICAL AND QUANTUM ELECTRONICS,OPT QUANT ELECTRON,Opt. Quantum Electron.,Opt Quantum Electron
2047-4946,IET Biometrics,IET BIOMETRICS,IET Biom.,IET Biom
1527-6996,Natural Hazards Review,NAT HAZARDS REV,Nat. Hazards Rev.,Nat Hazards Rev
2041-3130,JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN,J STRAIN ANAL ENG,J. Strain Anal. Eng. Des.,J Strain Anal Eng Des
2194-4296,Energy Technology,ENERGY TECHNOL-GER,Energy Technol.,Energy Technol (Weinh)
1873-7633,COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,Comput. Geotech.,Comput Geotech
2187-5537,KONA Powder and Particle Journal,KONA POWDER PART J,KONA Powder Part. J.,Kona
2470-1408,Mitochondrial DNA Part A,MITOCHONDRIAL DNA A,Mitochondrial DNA Part A,Mitochondrial DNA A DNA Mapp Seq Anal
1095-998X,CRETACEOUS RESEARCH,CRETACEOUS RES,Cretac. Res.,Cretac Res
1872-6984,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,DIFFER GEOM APPL,Differ. Geom. Appl.,Differ Geom Appl
1872-6917,ENGINEERING GEOLOGY,ENG GEOL,Eng. Geol.,Eng Geol
2196-0216,ChemElectroChem,CHEMELECTROCHEM,ChemElectroChem,ChemElectroChem
2379-5077,mSystems,MSYSTEMS,mSystems,mSystems
1432-0452,DISTRIBUTED COMPUTING,DISTRIB COMPUT,Distrib. Comput.,Distrib Comput
1878-0571,GONDWANA RESEARCH,GONDWANA RES,Gondwana Res.,Gondwana Res
1434-7636,GRANULAR MATTER,GRANUL MATTER,Granul. Matter,Granul Matter
1095-9971,EUROPEAN JOURNAL OF COMBINATORICS,EUR J COMBIN,Eur. J. Comb.,Eur J Comb
1879-0216,INTERMETALLICS,INTERMETALLICS,Intermetallics,Intermetallics (Barking)
1741-2617,Action Research,ACTION RES-LONDON,Action Res.,Action Res (Lond)
1943-6637,ASHRAE JOURNAL,ASHRAE J,ASHRAE J.,ASHRAE J
2162-4585,Tree-Ring Research,TREE-RING RES,Tree-Ring Res.,Tree Ring Res
2377-3766,IEEE Robotics and Automation Letters,IEEE ROBOT AUTOM LET,IEEE Robot. Autom. Lett.,IEEE Robot Autom Lett
2309-5067,Language and Linguistics,LANG LINGUIST-TAIWAN,Lang. Linguist.,Lang Linguist (Taipei)
2253-5969,Journal of Hepatocellular Carcinoma,J HEPATOCELL CARCINO,J. HEPATOCELL. CARCINOMA,J Hepatocell Carcinoma
2160-6463,ACM Transactions on Interactive Intelligent Systems,ACM T INTERACT INTEL,ACM Trans. Interact. Intell. Syst.,ACM Trans Interact Intell Syst
2198-6584,Rheumatology and Therapy,RHEUMATOL THER,Rheumatol. Ther.,Rheumatol Ther
2055-5822,ESC Heart Failure,ESC HEART FAIL,ESC Heart Fail.,ESC Heart Fail
1083-6489,ELECTRONIC JOURNAL OF PROBABILITY,ELECTRON J PROBAB,Electron. J. Probab.,Electron J Probab
2452-3186,Current Research in Translational Medicine,CURR RES TRANSL MED,Curr. Res. Transl. Med.,Curr Res Transl Med
1873-2372,PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,PRECIS ENG,Precis. Eng.-J. Int. Soc. Precis. Eng. Nanotechnol.,Precis Eng
2297-475X,Visceral Medicine,VISC MED,Visc. Med.,Visc Med
2166-8604,disP,DISP,disP,DISP
1873-1538,JOURNAL OF MATHEMATICAL ECONOMICS,J MATH ECON,J. Math. Econ.,J Math Econ
2166-3831,Materials Research Letters,MATER RES LETT,Mater. Res. Lett.,Mater Res Lett
1525-609X,Journal of Macromolecular Science Part B-Physics,J MACROMOL SCI B,J. Macromol. Sci. Part B-Phys.,J Macromol Sci Phys
1532-7043,HUMAN PERFORMANCE,HUM PERFORM,Hum. Perform.,Hum Perform
1467-856X,British Journal of Politics & International Relations,BRIT J POLIT INT REL,Br. J. Polit. Int. Relat.,Br J Polit Int Relat
2468-1210,Hand Surgery & Rehabilitation,HAND SURG REHABIL,Hand Surg. Rehabil.,Hand Surg Rehabil
1096-0430,JOURNAL OF APPROXIMATION THEORY,J APPROX THEORY,J. Approx. Theory,J Approx Theory
1087-3562,Earth Interactions,EARTH INTERACT,Earth Interact.,Earth Interact
1540-5885,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,J PROD INNOVAT MANAG,J. Prod. Innov. Manage.,J Prod Innov Manage
2469-9322,Computer Assisted Surgery,COMPUT ASSIST SURG,COMPUT. ASSIST. SURG.,Comput Assist Surg (Abingdon)
1940-1620,International Journal of Press-Politics,INT J PRESS/POLIT,Int. J. Press-Polit.,Int J Press Polit
2296-665X,Frontiers in Environmental Science,FRONT ENV SCI-SWITZ,Front. Environ. Sci.,Front Environ Sci
1944-2866,Policy and Internet,POLICY INTERNET,Policy Internet,Policy Internet
1614-4961,Living Reviews in Solar Physics,LIVING REV SOL PHYS,Living Rev. Sol. Phys.,Living Rev Sol Phys
1520-569X,APPLIED SPECTROSCOPY REVIEWS,APPL SPECTROSC REV,Appl. Spectrosc. Rev.,Appl Spectrosc Rev
2051-672X,Surface Topography-Metrology and Properties,SURF TOPOGR-METROL,Surf. Topogr.-Metrol. Prop.,Surf Topogr
1573-7802,JOURNAL OF WORLD PREHISTORY,J WORLD PREHIST,J. World Prehist.,J World Prehist
1572-9842,African Archaeological Review,AFR ARCHAEOL REV,Afr. Archaeol. Rev.,Afr Archaeol Rev
1470-1154,RETHINKING HISTORY,RETHINK HIST,Rethink. Hist.,Rethink Hist
1884-4057,NPG Asia Materials,NPG ASIA MATER,NPG Asia Mater.,NPG Asia Mater
2214-8000,Current Opinion in Food Science,CURR OPIN FOOD SCI,Curr. Opin. Food Sci.,Curr Opin Food Sci
1876-1402,Clinical Simulation in Nursing,CLIN SIMUL NURS,Clin. Simul. Nurs.,Clin Simul Nurs
2198-4034,International Journal of Implant Dentistry,INT J IMPLANT DENT,INT. J. IMPLANT. DENT.,Int J Implant Dent
2054-1058,Nursing Open,NURS OPEN,NURS. OPEN,Nurs Open
1552-7638,JOURNAL OF SPORT & SOCIAL ISSUES,J SPORT SOC ISSUES,J. Sport Soc. Issues,J Sport Soc Issues
1878-5123,Journal of Berry Research,J BERRY RES,J. Berry Res.,J Berry Res
2050-5884,AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,Aust. J. Educ.,Aust J Educ
1949-3088,IEEE Magnetics Letters,IEEE MAGN LETT,IEEE Magn. Lett.,IEEE Magn Lett
1452-3981,International Journal of Electrochemical Science,INT J ELECTROCHEM SC,Int. J. Electrochem. Sci.,Int J Electrochem Sci
2391-5420,Open Chemistry,OPEN CHEM,Open Chem.,Open Chem
2052-1537,Materials Chemistry Frontiers,MATER CHEM FRONT,Mat. Chem. Front.,Mater Chem Front
2153-0793,Dynamic Games and Applications,DYN GAMES APPL,Dyn. Games Appl.,Dyn Games Appl
1402-4896,PHYSICA SCRIPTA,PHYS SCRIPTA,Phys. Scr.,Phys Scr
1882-7055,NEW GENERATION COMPUTING,NEW GENERAT COMPUT,New Gener. Comput.,New Gener Comput
1420-9039,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,Z ANGEW MATH PHYS,Z. Angew. Math. Phys.,Z Angew Math Phys
1520-0477,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,Bull. Amer. Meteorol. Soc.,Bull Am Meteorol Soc
2058-9689,Molecular Systems Design & Engineering,MOL SYST DES ENG,Mol. Syst. Des. Eng.,Mol Syst Des Eng
1863-7345,JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,J PHASE EQUILIB DIFF,J. Phase Equilib. Diffus.,J Phase Equilibria Diffus
2329-7670,3D Printing and Additive Manufacturing,3D PRINT ADDIT MANUF,3D Print. Addit. Manuf.,3D Print Addit Manuf
2332-4260,Operative Neurosurgery,OPER NEUROSURG,Oper. Neurosurg.,Oper Neurosurg (Hagerstown)
1866-3516,Earth System Science Data,EARTH SYST SCI DATA,Earth Syst. Sci. Data,Earth Syst Sci Data
1751-908X,GEOSTANDARDS AND GEOANALYTICAL RESEARCH,GEOSTAND GEOANAL RES,Geostand. Geoanal. Res.,Geostand Geoanal Res
1559-7067,Journal of Systems Science & Complexity,J SYST SCI COMPLEX,J. Syst. Sci. Complex.,J Syst Sci Complex
2193-8865,Journal of Nanostructure in Chemistry,J NANOSTRUCTURE CHEM,J. Nanostructure Chem.,J Nanostructure Chem
2056-7944,npj Genomic Medicine,NPJ GENOM MED,npj Genom. Med.,NPJ Genom Med
2468-0249,Kidney International Reports,KIDNEY INT REP,Kidney Int. Rep.,Kidney Int Rep
1360-7804,SOCIOLOGICAL RESEARCH ONLINE,SOCIOL RES ONLINE,Sociol. Res. Online,Sociol Res Online
1861-8219,Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,J. Real-Time Image Process.,J Real Time Image Process
2452-199X,Bioactive Materials,BIOACT MATER,Bioact. Mater.,Bioact Mater
2059-7908,BMJ Global Health,BMJ GLOB HEALTH,BMJ Glob. Health,BMJ Glob Health
2183-2439,Media and Communication,MEDIA COMMUN-LISBON,Media Commun.,Media Commun
1572-9419,INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,Inf. Syst. Front.,Inf Syst Front
1552-745X,Police Quarterly,POLICE Q,Police Q.,Police Q
2193-1127,EPJ Data Science,EPJ DATA SCI,EPJ Data Sci.,EPJ Data Sci
2053-1095,Veterinary Medicine and Science,VET MED SCI,Vet. Med. Sci.,Vet Med Sci
2083-5736,ACTA CHROMATOGRAPHICA,ACTA CHROMATOGR,Acta Chromatogr.,Acta Chromatogr
2213-4239,Integrative Medicine Research,INTEGR MED RES,Integr. Med. Res.,Integr Med Res
2618-6500,Archives of Rheumatology,ARCH RHEUMATOL,Arch. Rheumatol.,Arch Rheumatol
1869-4195,Series-Journal of the Spanish Economic Association,SERIES-J SPAN ECON,Series-J. Span. Econ. Assoc.,SERIEs (Berl)
1936-2455,Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,CRYPTOGR COMMUN,Cryptogr. Commun.,Cryptogr Commun
1532-2467,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,NUMER FUNC ANAL OPT,Numer. Funct. Anal. Optim.,Numer Funct Anal Optim
1996-7284,Transfer-European Review of Labour and Research,TRANSFER-LONDON,Transfer,Transfer (Bruss)
1464-5297,Social Epistemology,SOC EPISTEMOL,Soc. Epistemol.,Soc Epistemol
1753-5077,Urban Research & Practice,URBAN RES PRACT,Urban Res. Pract.,Urban Res Pract
1879-4920,European Journal for Philosophy of Science,EUR J PHILOS SCI,Eur. J. Philos. Sci.,Eur J Philos Sci
2469-4460,Annals of the American Association of Geographers,ANN AM ASSOC GEOGR,Ann. Am. Assoc. Geogr.,Ann Am Assoc Geogr
1873-2283,AGRICULTURAL WATER MANAGEMENT,AGR WATER MANAGE,Agric. Water Manage.,Agric Water Manag
1543-186X,JOURNAL OF ELECTRONIC MATERIALS,J ELECTRON MATER,J. Electron. Mater.,J Electron Mater
1469-2902,Anthropological Forum,ANTHROPOL FORUM,Anthropol. Forum,Anthropol Forum
1757-0417,Interpreter and Translator Trainer,INTERPRET TRANSL TRA,Interpret. Transl. Train.,Interpret Transl Train
1662-999X,Journal of Pseudo-Differential Operators and Applications,J PSEUDO-DIFFER OPER,J. Pseudo-Differ. Oper. Appl.,J Pseudodiffer Oper Appl
1099-1417,JOURNAL OF QUATERNARY SCIENCE,J QUATERNARY SCI,J. Quat. Sci.,J Quat Sci
1468-4462,Information Communication & Society,INFORM COMMUN SOC,Info. Commun. Soc.,Inf Commun Soc
1436-6304,OR SPECTRUM,OR SPECTRUM,OR Spectrum,OR Spectr
1551-5036,JOURNAL OF COASTAL RESEARCH,J COASTAL RES,J. Coast. Res.,J Coast Res
1547-3384,IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,IDENTITIES-GLOB STUD,Identities-Glob. Stud. Cult. Power,Identities (Yverdon)
2470-9468,Science Immunology,SCI IMMUNOL,Sci. Immunol.,Sci Immunol
1470-1146,Research Papers in Education,RES PAP EDUC,Res. Pap. Educ.,Res Pap Educ
2365-6549,ChemistrySelect,CHEMISTRYSELECT,ChemistrySelect,ChemistrySelect
2451-9294,Chem,CHEM-US,Chem,Chem
2048-4038,ADSORPTION SCIENCE & TECHNOLOGY,ADSORPT SCI TECHNOL,Adsorpt. Sci. Technol.,Adsorp Sci Technol
2049-1948,Wiley Interdisciplinary Reviews-Water,WIRES WATER,Wiley Interdiscip. Rev.-Water,WIREs Water
1572-9834,WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,Wetl. Ecol. Manag.,Wetl Ecol Manag
2380-6761,Bioengineering & Translational Medicine,BIOENG TRANSL MED,Bioeng. Transl. Med.,Bioeng Transl Med
1609-9389,Computational Methods in Applied Mathematics,COMPUT METH APPL MAT,Comput. Methods Appl. Math.,J Comput Methods Appl Math
2169-5180,Soft Robotics,SOFT ROBOT,Soft Robot.,Soft Robot
2059-8696,Stroke and Vascular Neurology,STROKE VASC NEUROL,Stroke Vasc. Neurol.,Stroke Vasc Neurol
1879-0801,COMPUTATIONAL MATERIALS SCIENCE,COMP MATER SCI,Comput. Mater. Sci.,Comput Mater Sci
1759-0795,International Journal of Microwave and Wireless Technologies,INT J MICROW WIREL T,Int. J. Microw. Wirel. Technol.,Int J Microw Wirel Technol
1879-0127,INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,INT J ADHES ADHES,Int. J. Adhes. Adhes.,Int J Adhes Adhes
1469-9044,REVIEW OF INTERNATIONAL STUDIES,REV INT STUD,Rev. Int. Stud.,Rev Int Stud
1878-5786,JOURNAL OF ASIAN EARTH SCIENCES,J ASIAN EARTH SCI,J. Asian Earth Sci.,J Asian Earth Sci
1096-0783,JOURNAL OF FUNCTIONAL ANALYSIS,J FUNCT ANAL,J. Funct. Anal.,J Funct Anal
1879-1824,JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,J ATMOS SOL-TERR PHY,J. Atmos. Sol.-Terr. Phys.,J Atmos Sol Terr Phys
1432-1297,INVENTIONES MATHEMATICAE,INVENT MATH,Invent. Math.,Invent Math
1872-7689,SOLID STATE IONICS,SOLID STATE IONICS,Solid State Ion.,Solid State Ion
1475-2743,SOIL USE AND MANAGEMENT,SOIL USE MANAGE,Soil Use Manage.,Soil Use Manag
1468-005X,NEW TECHNOLOGY WORK AND EMPLOYMENT,NEW TECH WORK EMPLOY,New Technol. Work Employ.,New Technol Work Employ
1090-266X,JOURNAL OF ALGEBRA,J ALGEBRA,J. Algebra,J Algebra
1750-6999,Memory Studies,MEM STUD,Mem. Stud.,Mem Stud
1615-6854,Fuel Cells,FUEL CELLS,Fuel Cells,Fuel Cells (Weinh)
2468-1253,Lancet Gastroenterology & Hepatology,LANCET GASTROENTEROL,Lancet Gastroenterol. Hepatol.,Lancet Gastroenterol Hepatol
2059-7029,ESMO Open,ESMO OPEN,ESMO Open,ESMO Open
1435-5671,EUROPEAN JOURNAL OF CONTROL,EUR J CONTROL,Eur. J. Control,Eur J Control
2214-7810,Additive Manufacturing,ADDIT MANUF,Addit. Manuf.,Addit Manuf
2055-5660,Porcine Health Management,PORCINE HEALTH MANAG,Porcine Health Manag.,Porcine Health Manag
2048-3694,Food and Energy Security,FOOD ENERGY SECUR,Food Energy Secur.,Food Energy Secur
2053-1591,Materials Research Express,MATER RES EXPRESS,Mater. Res. Express,Mater Res Express
1474-8185,International Journal of Performance Analysis in Sport,INT J PERF ANAL SPOR,Int. J. Perform Anal. Sport,Int J Perform Anal Sport
2375-0901,Journal of Public Transportation,J PUBLIC TRANSPORT,J. Publ. Transp.,J Public Trans
2376-7642,ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,ASCE-ASME J RISK U A,ASCE-ASME J. Risk. Uncertain. Eng. Syst. Part A.-Civ. Eng.,ASCE ASME J Risk Uncertain Eng Syst A Civ Eng
2364-8961,Topics in Current Chemistry,TOPICS CURR CHEM,Top. Curr. Chem.,Top Curr Chem (Cham)
2227-9059,Biomedicines,BIOMEDICINES,Biomedicines,Biomedicines
1880-5981,EARTH PLANETS AND SPACE,EARTH PLANETS SPACE,Earth Planets Space,Earth Planets Space
1773-0155,Agronomy for Sustainable Development,AGRON SUSTAIN DEV,Agron. Sustain. Dev.,Agron Sustain Dev
1747-7557,JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,J MULTILING MULTICUL,J. Multiling. Multicult. Develop.,J Multiling Multicult Dev
1871-6873,MATERIALS AND STRUCTURES,MATER STRUCT,Mater. Struct.,Mater Struct
1942-2466,Journal of Advances in Modeling Earth Systems,J ADV MODEL EARTH SY,J. Adv. Model. Earth Syst.,J Adv Model Earth Syst
2470-1343,ACS Omega,ACS OMEGA,ACS Omega,ACS Omega
1467-999X,Metroeconomica,METROECONOMICA,Metroeconomica,Metroeconomica
1532-7035,Exceptionality,EXCEPTIONALITY,Exceptionality,Exceptionality
